Plant_ID,Location,Energy_Source,Timestamp,Year,Month,Day,Hour,Installed_Capacity_MW,Energy_Produced_MWh,Efficiency_%,Temperature_C,Wind_Speed_mps,Solar_Irradiance_Wm2,Downtime_Hours,Maintenance_Cost,Voltage_V,Current_A,Power_Factor,Frequency_Hz,Humidity_%,Pressure_hPa,Grid_Status,Outage_Events
P3,Karnataka,Hydro,2025-06-04 04:00:00,2025,6,4,4,452.48,354.46,78.34,31.69,9.73,656,1.81,1985.03,219.5,35.77,0.81,49.5,86.87,977.48,Active,0
P4,Gujarat,Wind,2025-06-04 05:00:00,2025,6,4,5,461.92,433.95,93.94,44.37,1.65,56.84,3.39,4992.66,232.29,82.35,0.82,49.79,51.52,1004.78,Active,1
P2,Maharashtra,Hydro,2025-06-04 06:00:00,2025,6,4,6,455.61,394.91,86.68,32.85,4.23,918.64,1.88,3172.47,221.88,46.52,0.95,50.16,30.62,999.58,Active,3
P3,Gujarat,Solar,2025-06-04 07:00:00,2025,6,4,7,321.16,171.91,53.53,36.87,4.36,171.07,2.79,4453.47,219.74,22.32,0.81,50.12,35.55,1046.75,Inactive,2
P3,Karnataka,Wind,2025-06-04 08:00:00,2025,6,4,8,89.48,47.77,53.39,17.96,2.56,945.34,0.86,1672.65,224.79,57.91,0.78,49.56,87.79,965.97,Active,1
P2,Rajasthan,Hydro,2025-06-04 09:00:00,2025,6,4,9,251.89,184.72,73.33,26,1.22,260.7,4.49,782.58,220.89,24.65,1,50.07,74.54,1045.14,Active,3
P5,Gujarat,Wind,2025-06-04 10:00:00,2025,6,4,10,341.71,241.77,70.75,35.78,0.6,791.63,1.47,2271.08,232.71,90.31,0.75,50.05,32.7,976.85,Inactive,0
P3,Maharashtra,Hydro,2025-06-04 11:00:00,2025,6,4,11,342.59,324.62,94.75,21.92,19.73,265.92,2.44,9211.36,229.07,43.75,0.87,50.28,51.84,1030.85,Inactive,2
P2,Maharashtra,Hydro,2025-06-04 12:00:00,2025,6,4,12,235.91,202.74,85.94,38.98,8.1,612.04,2.89,167.26,234.91,77.47,0.76,50.18,69.84,1009.74,Inactive,2
P4,Maharashtra,Solar,2025-06-04 13:00:00,2025,6,4,13,79.08,17.8,22.51,32.56,17.89,536.31,3.28,4685.45,225.94,18.68,0.75,49.93,65,978.19,Active,2
P1,Tamil Nadu,Solar,2025-06-04 14:00:00,2025,6,4,14,452.83,452.66,99.96,20,8.89,477.37,1.38,2355.92,237.84,90.87,0.97,50.09,91.49,952.2,Active,3
P4,Gujarat,Solar,2025-06-04 15:00:00,2025,6,4,15,334.87,95.53,28.53,24.18,10.8,521.73,0.38,3741.68,223.06,18.39,0.91,50.48,83.56,1049.31,Inactive,2
P1,Maharashtra,Solar,2025-06-04 16:00:00,2025,6,4,16,382.48,201.92,52.79,20.84,11.66,920.59,0.53,7779.31,227.33,73.84,0.98,50.33,85.94,975.29,Inactive,3
P5,Gujarat,Hydro,2025-06-04 17:00:00,2025,6,4,17,399.87,113.66,28.42,15.83,19.5,363.93,3.68,1827.89,210.4,19.93,0.77,49.71,92.86,968.97,Inactive,2
P5,Rajasthan,Hydro,2025-06-04 18:00:00,2025,6,4,18,97.7,54.94,56.23,31.08,18.08,732.78,4.01,1012.18,237.17,42.43,0.7,49.7,46.03,991.38,Inactive,2
P3,Rajasthan,Wind,2025-06-04 19:00:00,2025,6,4,19,114.81,46.78,40.75,16.89,14.42,725.18,0.52,7199.3,222.62,47.1,0.76,50.35,38.3,1017.1,Inactive,0
P5,Tamil Nadu,Hydro,2025-06-04 20:00:00,2025,6,4,20,310.59,250.02,80.5,44.04,19.85,245.02,2.79,4338.99,232.69,15.12,0.71,49.78,63.15,971.06,Active,3
P4,Karnataka,Hydro,2025-06-04 21:00:00,2025,6,4,21,107.72,13.66,12.68,22.16,8.05,344.1,1.73,4760.73,230.97,85.59,0.87,49.88,28.11,963.26,Inactive,3
P2,Maharashtra,Solar,2025-06-04 22:00:00,2025,6,4,22,339.89,132.34,38.94,42.16,18.09,703.96,2.44,2741.28,213.44,69.89,0.8,49.87,96.46,1029.25,Active,1
P4,Tamil Nadu,Wind,2025-06-04 23:00:00,2025,6,4,23,219.78,218.49,99.41,34.23,1.48,427.89,4.05,9407.36,210.67,84.75,0.72,49.74,96.41,1025.87,Inactive,2
P2,Karnataka,Hydro,2025-06-05 00:00:00,2025,6,5,0,432.3,386.94,89.51,44.22,6.5,293.07,4.89,3473.36,218.01,41.34,0.72,50.08,79.93,1044,Active,0
P1,Maharashtra,Hydro,2025-06-05 01:00:00,2025,6,5,1,372.9,137.94,36.99,30.41,19.47,984.34,0.54,5106.44,222.77,82.44,0.84,50.34,24.71,1034.11,Active,1
P5,Rajasthan,Hydro,2025-06-05 02:00:00,2025,6,5,2,477.06,315.15,66.06,34.53,1.13,588.04,1.92,5990.64,210.09,19.98,1,50.17,38.94,1011.41,Active,3
P5,Rajasthan,Hydro,2025-06-05 03:00:00,2025,6,5,3,197.59,26.77,13.55,26.94,18.49,159.22,4.34,351.86,212.47,94.38,0.75,49.83,43.07,1045.37,Active,3
P3,Maharashtra,Wind,2025-06-05 04:00:00,2025,6,5,4,209.93,65.87,31.38,44.91,6.69,460.65,1.5,3103.45,210.89,85.34,0.9,50.31,30.74,969.22,Inactive,1
P2,Gujarat,Wind,2025-06-05 05:00:00,2025,6,5,5,439.51,431.23,98.12,23.29,12.45,281.52,4.03,2217.28,232.73,44.18,0.99,49.93,47.43,1027.87,Inactive,0
P3,Gujarat,Wind,2025-06-05 06:00:00,2025,6,5,6,285.31,92.6,32.46,39.63,18.66,443.78,0.28,6282.67,214.97,21.17,0.9,50.21,76.88,1038.55,Inactive,3
P3,Gujarat,Solar,2025-06-05 07:00:00,2025,6,5,7,113.72,22.95,20.18,40.7,18.6,687.04,2.92,5543.02,216.59,96.12,0.84,49.86,24.24,997.5,Active,3
P3,Rajasthan,Solar,2025-06-05 08:00:00,2025,6,5,8,205.27,161.65,78.75,39.52,14.64,858.5,1.06,6792.4,230.25,14.04,0.72,49.66,53.56,1044.57,Active,1
P1,Gujarat,Solar,2025-06-05 09:00:00,2025,6,5,9,286.86,247.14,86.15,36.15,19.42,674.97,3.52,5832.29,222.69,71.07,0.71,50.08,97.88,977.91,Inactive,0
P4,Gujarat,Solar,2025-06-05 10:00:00,2025,6,5,10,76.06,58.79,77.29,26.41,11.57,827.71,1,2349.75,226.71,86.87,0.87,49.57,96.49,953.87,Active,3
P1,Tamil Nadu,Hydro,2025-06-05 11:00:00,2025,6,5,11,485.36,280.7,57.83,36.34,8.79,348.06,3.97,8453.6,226.08,95.12,0.85,49.58,58.38,1013.03,Active,2
P1,Gujarat,Solar,2025-06-05 12:00:00,2025,6,5,12,450.24,165.96,36.86,20.65,3.89,788.64,3.84,5324.31,214.74,73.51,0.83,49.73,55.3,984.17,Inactive,0
P2,Karnataka,Solar,2025-06-05 13:00:00,2025,6,5,13,339.88,298.37,87.79,32.39,6.28,757.31,4.92,6288.71,226.62,88.36,0.79,50.32,51.71,968.21,Active,0
P3,Gujarat,Solar,2025-06-05 14:00:00,2025,6,5,14,350.13,62.94,17.98,37.33,5.06,18.18,4.84,4106.5,232.22,69.85,0.91,49.71,25.82,973.16,Inactive,1
P5,Tamil Nadu,Solar,2025-06-05 15:00:00,2025,6,5,15,482.46,65.61,13.6,34.96,11.36,199.22,2.19,3113.48,210.86,88.66,1,50.44,54.77,975.68,Inactive,0
P1,Rajasthan,Wind,2025-06-05 16:00:00,2025,6,5,16,470.35,264.31,56.19,44.39,3.44,200.83,3.59,4492.71,230.18,36.34,0.94,49.9,88.91,1019.96,Inactive,0
P5,Rajasthan,Hydro,2025-06-05 17:00:00,2025,6,5,17,154.63,14.26,9.22,20.83,14.74,925.62,2.31,6444.76,214.88,33.63,0.94,49.86,83.57,1039.86,Inactive,2
P3,Rajasthan,Wind,2025-06-05 18:00:00,2025,6,5,18,199.74,155.08,77.64,34.64,13.65,360.58,2.93,8184.8,219.18,12.6,0.9,50.13,95.14,975.23,Active,0
P5,Rajasthan,Hydro,2025-06-05 19:00:00,2025,6,5,19,326.25,276.4,84.72,41.58,1.78,865.66,0.46,5698.6,219.08,49.52,0.78,49.79,23.03,975.67,Active,1
P1,Tamil Nadu,Solar,2025-06-05 20:00:00,2025,6,5,20,71.03,69.24,97.48,33.32,15.1,395.8,0.02,975.64,213.02,11.3,0.82,49.76,39.58,979.4,Active,3
P4,Maharashtra,Wind,2025-06-05 21:00:00,2025,6,5,21,413.14,166.25,40.24,41.98,16.95,788.15,1.91,3284.24,211.04,45.23,0.82,50.19,86.16,977.46,Active,1
P2,Gujarat,Solar,2025-06-05 22:00:00,2025,6,5,22,333.82,74.65,22.36,32.48,17.47,276.76,1.92,2897.12,230.46,88.57,0.87,50.13,23.92,956.67,Inactive,3
P1,Rajasthan,Solar,2025-06-05 23:00:00,2025,6,5,23,408.45,349.89,85.66,28.19,0.73,562.27,1.21,8116.38,235.07,19.58,0.8,49.74,93.76,1005.53,Inactive,2
P1,Maharashtra,Solar,2025-06-06 00:00:00,2025,6,6,0,447.73,331.19,73.97,15.63,13.21,219.68,3.04,6657.7,212.81,86.05,0.74,49.86,30.01,1000.9,Inactive,3
P3,Tamil Nadu,Hydro,2025-06-06 01:00:00,2025,6,6,1,323.16,320.07,99.04,19.9,7.77,616.71,4.82,3885.05,224.55,97.28,0.95,50.03,92.72,978.5,Inactive,0
P2,Karnataka,Wind,2025-06-06 02:00:00,2025,6,6,2,259.86,183.53,70.63,34.58,11.78,216.67,4.41,8336.27,211.94,59.3,0.95,49.74,36.53,1015.81,Inactive,2
P4,Rajasthan,Hydro,2025-06-06 03:00:00,2025,6,6,3,292.57,237.14,81.05,41.62,19.7,726.25,2.59,1220.92,224.16,19.55,0.79,49.59,38.43,975.13,Active,0
P5,Karnataka,Wind,2025-06-06 04:00:00,2025,6,6,4,69.3,35.9,51.8,42.38,10.39,27.29,1.83,9103.89,233.06,74.68,0.96,50.01,88.44,955.14,Active,3
P3,Tamil Nadu,Wind,2025-06-06 05:00:00,2025,6,6,5,98.15,88.03,89.69,26.68,5.97,317.19,2.07,9364.78,213.74,50.87,1,49.62,27.75,950.22,Inactive,3
P3,Gujarat,Solar,2025-06-06 06:00:00,2025,6,6,6,460.37,178.13,38.69,16.39,3.33,455.79,3.49,9131.74,233.52,45.84,0.73,50.04,83.87,1042.73,Inactive,0
P1,Rajasthan,Solar,2025-06-06 07:00:00,2025,6,6,7,165.07,117.53,71.2,30.9,4.09,520.65,0.82,4261.22,234.13,56.02,0.87,50.2,26.11,1039.42,Active,2
P3,Gujarat,Solar,2025-06-06 08:00:00,2025,6,6,8,158.12,102.77,64.99,42.36,14.47,987.71,2.5,7221.54,217.76,55.37,0.97,49.58,62.16,957.42,Inactive,2
P2,Maharashtra,Solar,2025-06-06 09:00:00,2025,6,6,9,94.84,14.81,15.62,30.58,4.9,664.68,4.3,141.03,217.58,23.18,0.96,49.59,25.16,1048.95,Inactive,2
P4,Gujarat,Solar,2025-06-06 10:00:00,2025,6,6,10,251.4,44.13,17.55,44.4,11.36,718.17,3.27,6318.36,222.81,64.17,0.76,49.57,55.02,969.03,Active,3
P3,Rajasthan,Wind,2025-06-06 11:00:00,2025,6,6,11,225.92,135.75,60.09,34.98,6.88,686.12,3.34,8470.88,225.52,32.98,0.84,50,42.63,957.09,Inactive,0
P4,Tamil Nadu,Wind,2025-06-06 12:00:00,2025,6,6,12,412.03,176.52,42.84,43.7,1.73,188.91,3.49,2990.85,228.86,14.64,0.76,49.93,54.54,950.08,Active,3
P2,Maharashtra,Solar,2025-06-06 13:00:00,2025,6,6,13,163.52,51.29,31.37,38.99,14.81,821.59,1.31,3503.09,222.99,95.38,0.92,50.12,98.5,1011.72,Inactive,2
P1,Tamil Nadu,Hydro,2025-06-06 14:00:00,2025,6,6,14,285.21,203.6,71.39,15.56,16.38,754.57,2.29,8654.81,213.99,97.92,0.85,50.16,55.9,958.73,Active,2
P1,Gujarat,Hydro,2025-06-06 15:00:00,2025,6,6,15,426.08,72.58,17.03,22.65,7.29,174.91,4.46,5192.65,237.91,73.34,0.76,49.99,64.88,976.85,Inactive,0
P3,Karnataka,Solar,2025-06-06 16:00:00,2025,6,6,16,182.65,174.79,95.7,42.32,18.61,997.9,3.2,1103.98,213.2,91.95,0.82,50.25,88.86,1001.67,Active,3
P3,Maharashtra,Hydro,2025-06-06 17:00:00,2025,6,6,17,94.89,77.36,81.53,29.56,9.88,758.38,1.28,7510.46,213.63,83.47,0.99,49.93,81.73,974.37,Active,3
P3,Gujarat,Hydro,2025-06-06 18:00:00,2025,6,6,18,470.18,267.75,56.95,25.13,6.09,585.76,0.06,5591.92,215.57,12.46,1,50.39,52.27,983.1,Active,1
P3,Rajasthan,Solar,2025-06-06 19:00:00,2025,6,6,19,103.07,85.81,83.25,41.92,5.29,495.92,0.41,5898.68,233.25,35.27,0.75,49.72,72.86,995.88,Inactive,1
P2,Gujarat,Solar,2025-06-06 20:00:00,2025,6,6,20,69.98,36.37,51.97,24.56,5.23,204.16,1.9,693.88,228.68,44.56,0.88,49.62,39.38,1030.17,Inactive,2
P5,Gujarat,Solar,2025-06-06 21:00:00,2025,6,6,21,311.11,185.7,59.69,22.15,5.91,50.18,0.69,9505.79,222.21,65.03,0.99,49.52,29.94,986.54,Active,0
P3,Maharashtra,Hydro,2025-06-06 22:00:00,2025,6,6,22,376.81,137.4,36.46,42.14,18.21,444.52,4.83,8973.26,239.7,74.41,0.71,50.06,74.33,1023.36,Inactive,1
P4,Karnataka,Solar,2025-06-06 23:00:00,2025,6,6,23,423.31,221.51,52.33,20.14,5.67,52.88,3.19,7535.93,229.86,39.3,0.77,50.18,87.72,1044.86,Active,1
P1,Tamil Nadu,Hydro,2025-06-07 00:00:00,2025,6,7,0,417.28,384.14,92.06,18.75,8.56,377.75,3.84,1625.07,233.74,79.11,0.82,50.18,52.03,986.11,Inactive,0
P5,Gujarat,Solar,2025-06-07 01:00:00,2025,6,7,1,232.75,98.3,42.23,16.96,7.42,418.43,3.35,5328.79,217.5,11.11,0.73,49.54,95.73,962.2,Inactive,0
P5,Karnataka,Wind,2025-06-07 02:00:00,2025,6,7,2,323.23,31.91,9.87,31.11,1.57,659.92,2.06,5749.73,235.89,29.12,0.99,50.1,27.12,978.12,Inactive,0
P3,Rajasthan,Solar,2025-06-07 03:00:00,2025,6,7,3,443.89,152.62,34.38,40.79,9.4,289.23,0.27,3090.4,220.33,48.1,0.73,49.57,69.73,996.52,Inactive,2
P1,Tamil Nadu,Solar,2025-06-07 04:00:00,2025,6,7,4,392.8,139.9,35.62,42.37,14.56,984.68,2.16,5844.79,218.71,34.1,0.89,49.8,91.23,984.87,Inactive,0
P3,Rajasthan,Solar,2025-06-07 05:00:00,2025,6,7,5,337.12,172.57,51.19,38.42,0.32,121.7,4.78,2795.29,235.65,67.73,0.95,50.11,93.56,1006.04,Active,2
P2,Tamil Nadu,Solar,2025-06-07 06:00:00,2025,6,7,6,393.32,278.54,70.82,23.59,15.69,936.63,1.32,6459.52,225.22,68.54,0.94,49.77,88.23,989.78,Inactive,2
P4,Gujarat,Solar,2025-06-07 07:00:00,2025,6,7,7,50.27,38.61,76.81,27.88,7.24,141.44,0.06,9353.08,225.7,41.38,0.88,49.97,20.51,983.01,Active,3
P3,Karnataka,Solar,2025-06-07 08:00:00,2025,6,7,8,125.56,53.05,42.25,24.11,0.65,512.45,0.2,4994.84,218.46,28.95,0.79,49.71,21.22,966.35,Active,3
P5,Rajasthan,Hydro,2025-06-07 09:00:00,2025,6,7,9,207.68,185.78,89.45,30,13.08,664.65,0.46,8938.66,226.41,54.99,0.75,50.44,91.98,968.01,Active,2
P4,Gujarat,Solar,2025-06-07 10:00:00,2025,6,7,10,382.73,188.13,49.15,23.63,1.23,205.8,3.48,326.14,231.77,69.72,0.94,49.86,66.71,960.42,Active,2
P3,Tamil Nadu,Hydro,2025-06-07 11:00:00,2025,6,7,11,394.46,257.64,65.31,38.18,18.16,867.25,0.83,5249.06,223.17,28.07,0.76,50.12,33.01,990.92,Inactive,0
P1,Tamil Nadu,Wind,2025-06-07 12:00:00,2025,6,7,12,334.13,225.72,67.55,21.3,10.29,997.63,2.99,8767.8,230.62,68.32,0.9,50.44,87.31,1003.04,Inactive,3
P2,Gujarat,Wind,2025-06-07 13:00:00,2025,6,7,13,116.33,75.23,64.67,32.4,11.78,852.16,4.13,8571.4,238.83,51.39,0.94,49.89,88.05,951.77,Inactive,1
P2,Maharashtra,Wind,2025-06-07 14:00:00,2025,6,7,14,342.74,211,61.56,15.82,14.95,420.04,3.57,1314.57,238.94,31.24,0.87,49.98,96.96,982.37,Active,0
P5,Maharashtra,Wind,2025-06-07 15:00:00,2025,6,7,15,269.73,268.45,99.53,20.39,9.79,640.92,1.46,5278.9,224.09,82.6,0.73,49.76,44.66,983.7,Active,2
P4,Tamil Nadu,Hydro,2025-06-07 16:00:00,2025,6,7,16,418.19,271.08,64.82,17.81,7.62,869.46,0.91,3362.66,226.83,75.19,0.83,49.54,34.5,1044.03,Inactive,0
P4,Maharashtra,Hydro,2025-06-07 17:00:00,2025,6,7,17,356.83,238.84,66.93,30.5,18.69,392.19,3.49,6107.1,222.3,67.83,0.93,50.25,79.47,1009.89,Active,3
P1,Rajasthan,Hydro,2025-06-07 18:00:00,2025,6,7,18,374.03,93.65,25.04,33.3,2.23,109.42,4.19,5268.3,225.87,23.67,0.99,49.88,95.89,1042.19,Active,3
P4,Tamil Nadu,Solar,2025-06-07 19:00:00,2025,6,7,19,355.36,194.88,54.84,25.34,17.92,799.87,2.06,856.78,213.29,48.09,0.96,49.85,89.39,1037.51,Active,3
P2,Rajasthan,Hydro,2025-06-07 20:00:00,2025,6,7,20,428.36,187.27,43.72,44.7,0.31,493.67,3.74,4434.68,217.09,81.67,0.88,50.48,50.02,955.97,Inactive,2
P4,Gujarat,Wind,2025-06-07 21:00:00,2025,6,7,21,230.55,33.98,14.74,40.4,1.33,775.32,2.34,5792.74,228.34,65.41,0.75,50.25,69.23,962.35,Inactive,2
P4,Gujarat,Hydro,2025-06-07 22:00:00,2025,6,7,22,115.05,24.1,20.95,18.52,6.33,388.94,2.43,5918.98,233.2,45.59,0.75,50.41,90.04,987.35,Inactive,0
P3,Rajasthan,Hydro,2025-06-07 23:00:00,2025,6,7,23,144.75,75.76,52.34,15.15,2.13,482.59,2.89,1382.96,237.9,24.01,0.85,50.24,87.68,986.21,Active,0
P3,Karnataka,Hydro,2025-06-08 00:00:00,2025,6,8,0,199.82,117.84,58.97,33.74,19.63,445.24,0.13,2470.33,225.45,83.06,0.91,49.6,73,1039.34,Active,1
P4,Tamil Nadu,Hydro,2025-06-08 01:00:00,2025,6,8,1,469.53,431.23,91.84,16.01,1.17,105.71,2.98,389.65,225.86,66.87,0.76,49.57,30.73,1000.24,Active,2
P4,Gujarat,Solar,2025-06-08 02:00:00,2025,6,8,2,192.26,126.05,65.56,18.21,6.32,190.44,0.58,7732.34,228.76,21.28,0.96,49.61,22.95,1041.75,Active,1
P1,Gujarat,Hydro,2025-06-08 03:00:00,2025,6,8,3,108.74,103.22,94.92,37.69,13.02,672.43,2.52,9178.55,219.79,39.48,0.75,49.68,24.72,991.47,Inactive,2
P4,Rajasthan,Solar,2025-06-08 04:00:00,2025,6,8,4,493,424.87,86.18,24.02,7.15,29.07,4.73,1931.56,224.33,15.63,0.74,50.28,94.73,988.76,Inactive,0
P2,Tamil Nadu,Wind,2025-06-08 05:00:00,2025,6,8,5,264.07,160.81,60.9,29.56,8.7,286.44,2.06,5299.94,223.01,46.38,0.88,49.69,52.83,957.82,Inactive,0
P1,Tamil Nadu,Solar,2025-06-08 06:00:00,2025,6,8,6,360.06,11.31,3.14,34.44,7.54,92.53,1,7134.83,214.93,87.07,0.86,49.87,40.49,968.73,Inactive,2
P2,Rajasthan,Solar,2025-06-08 07:00:00,2025,6,8,7,358.76,298.63,83.24,24.3,19.37,795.12,2.74,1960.82,238.78,24.61,0.86,50,31.67,995.76,Active,0
P2,Rajasthan,Hydro,2025-06-08 08:00:00,2025,6,8,8,121.36,55.25,45.53,38.49,9.63,882.63,2.39,3668.31,216.29,11.54,0.83,49.79,94.53,1016.66,Inactive,0
P5,Gujarat,Solar,2025-06-08 09:00:00,2025,6,8,9,110.97,20.76,18.71,41.25,17.37,147.48,2.57,770.3,218.16,90.14,0.88,50.31,79.74,1015.06,Active,0
P3,Tamil Nadu,Solar,2025-06-08 10:00:00,2025,6,8,10,163.49,106.1,64.9,40.83,12.32,987.78,1.94,935.27,220.63,26.21,0.71,50.48,80.22,995.74,Inactive,3
P3,Gujarat,Wind,2025-06-08 11:00:00,2025,6,8,11,307.65,126.54,41.13,39.23,11.04,329.09,4.66,3395.23,226.04,94.18,0.86,50.48,39.1,990.36,Inactive,3
P2,Karnataka,Hydro,2025-06-08 12:00:00,2025,6,8,12,82.6,10.45,12.65,35.82,11.76,798.97,2.46,8694.71,220.84,25.72,0.93,49.65,25.38,950.82,Inactive,3
P2,Maharashtra,Hydro,2025-06-08 13:00:00,2025,6,8,13,326.78,308.57,94.43,32.1,8.22,654.14,3.46,7794.93,224.51,56.48,0.85,49.93,96.07,985.6,Active,1
P3,Tamil Nadu,Solar,2025-06-08 14:00:00,2025,6,8,14,332.94,139.23,41.82,28.12,4.34,664.46,1.11,5145.82,230.37,50.12,0.82,50.3,69.87,986.44,Active,2
P1,Tamil Nadu,Solar,2025-06-08 15:00:00,2025,6,8,15,176.76,32.94,18.64,27.46,15.22,616.4,0.07,7857,217.51,44.4,0.92,50.48,22.6,978.07,Active,0
P4,Gujarat,Solar,2025-06-08 16:00:00,2025,6,8,16,201.17,67.79,33.7,23.87,14.41,975.02,0.44,3282.85,214.28,65.93,0.89,50.19,60.92,976.09,Active,2
P2,Karnataka,Solar,2025-06-08 17:00:00,2025,6,8,17,203.51,65.39,32.13,29.49,17.07,139.77,4.8,8161.67,230.27,25.5,0.83,50.12,32.77,1045.54,Active,3
P4,Maharashtra,Wind,2025-06-08 18:00:00,2025,6,8,18,249.04,27.45,11.02,44.87,9.62,415.13,1.81,9351.15,212.34,43.79,0.86,50.13,22.03,1027.34,Inactive,1
P1,Gujarat,Solar,2025-06-08 19:00:00,2025,6,8,19,319.73,247.65,77.46,20.2,0.2,477.78,2.33,3812.7,215.94,82.82,0.83,49.89,84.85,1005.6,Active,3
P5,Rajasthan,Wind,2025-06-08 20:00:00,2025,6,8,20,123.69,32.33,26.14,35.96,12.35,680,1.3,8820.64,234.54,36.46,0.77,49.93,90.26,1017.31,Inactive,3
P1,Karnataka,Hydro,2025-06-08 21:00:00,2025,6,8,21,196.83,83.05,42.19,16.08,19.69,738.91,3.62,6532,210.26,83.26,0.89,50.17,61.69,1029.8,Inactive,3
P2,Maharashtra,Wind,2025-06-08 22:00:00,2025,6,8,22,68.57,13.72,20.01,37.79,16.8,910.41,3.66,9283.15,231.24,51.44,0.92,50.46,38.63,951.88,Inactive,1
P3,Tamil Nadu,Hydro,2025-06-08 23:00:00,2025,6,8,23,294.84,72.12,24.46,41.5,10.71,231.05,3.18,8594.61,232.02,89.09,0.77,49.82,67.55,951.49,Inactive,3
P5,Gujarat,Hydro,2025-06-09 00:00:00,2025,6,9,0,192.53,173.44,90.08,40.7,18.59,983.83,0.02,3681.15,228.4,33.08,0.76,50.19,78.02,998.37,Active,3
P4,Tamil Nadu,Solar,2025-06-09 01:00:00,2025,6,9,1,83.18,40.85,49.11,42.02,7.31,637.68,0.94,4466,228.81,34.58,0.97,50.33,27.4,994.22,Active,1
P3,Tamil Nadu,Solar,2025-06-09 02:00:00,2025,6,9,2,335.61,249.82,74.44,24.79,4.48,906.85,0.11,9180.34,225.66,72.08,0.79,49.97,38.25,964.64,Inactive,3
P2,Tamil Nadu,Hydro,2025-06-09 03:00:00,2025,6,9,3,77.71,14.37,18.49,21.09,5.26,848.88,3.33,9030.93,234.82,58.88,0.97,49.87,41.32,959.59,Active,1
P2,Rajasthan,Solar,2025-06-09 04:00:00,2025,6,9,4,236.44,38.22,16.16,23.94,7.2,55.07,4.29,1471.55,232.04,48.65,0.92,49.77,35.17,999,Active,0
P2,Gujarat,Solar,2025-06-09 05:00:00,2025,6,9,5,289.4,273.13,94.38,18.64,0.3,845.22,1.03,760.54,221.04,42.82,0.76,49.56,48.84,1042.02,Inactive,2
P4,Gujarat,Hydro,2025-06-09 06:00:00,2025,6,9,6,124.41,14.98,12.04,35.09,9.18,564.18,3.56,1929.51,210.88,12.04,0.78,50.08,30.6,972.14,Active,1
P4,Karnataka,Wind,2025-06-09 07:00:00,2025,6,9,7,437.86,190.07,43.41,18.48,9.74,911.01,2.53,822.84,221.17,30.59,0.72,49.99,51.14,992.28,Active,1
P4,Gujarat,Wind,2025-06-09 08:00:00,2025,6,9,8,212.83,90.88,42.7,29.58,1.7,102.3,1.92,7325.8,218.38,46.06,0.91,50.5,81.23,1032.55,Inactive,1
P1,Tamil Nadu,Hydro,2025-06-09 09:00:00,2025,6,9,9,115.4,92.84,80.45,33.42,19.42,447.59,0.26,3956.97,225.21,30.3,0.86,50.18,79.49,960.58,Inactive,0
P5,Rajasthan,Solar,2025-06-09 10:00:00,2025,6,9,10,348.39,92.78,26.63,27.68,11.31,540.75,4.48,7407.99,227.19,44.3,0.86,49.99,94.26,1038.61,Active,0
P4,Tamil Nadu,Hydro,2025-06-09 11:00:00,2025,6,9,11,222.14,12.25,5.51,19.2,9.51,112.23,0.6,2966.77,235.24,14.63,0.73,50.48,37.16,968.66,Active,3
P5,Gujarat,Wind,2025-06-09 12:00:00,2025,6,9,12,464.25,222.94,48.02,33.53,7.27,644,0.19,8318.41,236.47,57.83,0.91,49.69,96.23,1014.73,Inactive,0
P3,Rajasthan,Solar,2025-06-09 13:00:00,2025,6,9,13,268.13,221,82.42,40.5,0.6,819.43,1.46,5461.42,227.31,33.85,0.83,50.14,63.5,1002.66,Active,3
P4,Karnataka,Hydro,2025-06-09 14:00:00,2025,6,9,14,293.64,240.77,81.99,32.13,19.81,997.58,3.73,8452.58,213.89,75.71,0.86,49.61,59.55,1010.65,Active,2
P5,Tamil Nadu,Hydro,2025-06-09 15:00:00,2025,6,9,15,267.41,161.16,60.27,15.54,19.35,832.95,0.74,4854.01,226.7,63.8,1,50.36,24.46,984.35,Active,0
P4,Tamil Nadu,Hydro,2025-06-09 16:00:00,2025,6,9,16,207.28,145.59,70.24,35.65,17.88,319.84,4.48,5074.6,217.43,86.39,0.73,50.48,26.42,1009.61,Active,1
P3,Tamil Nadu,Wind,2025-06-09 17:00:00,2025,6,9,17,185.32,21.54,11.62,26.52,17.51,640.18,0.46,2794.49,239.32,42.89,0.89,49.68,30.81,953.28,Inactive,2
P3,Maharashtra,Hydro,2025-06-09 18:00:00,2025,6,9,18,408.36,120.14,29.42,33.74,17.54,981.09,0.32,1847.47,216.26,87.17,0.8,50.16,40.93,1038.13,Active,2
P2,Rajasthan,Wind,2025-06-09 19:00:00,2025,6,9,19,92.42,66.6,72.06,18.94,12.78,584.8,1.75,7913.43,233.09,62.35,0.83,50.22,76.08,1026.3,Inactive,2
P2,Rajasthan,Solar,2025-06-09 20:00:00,2025,6,9,20,311.47,307.18,98.62,18.14,13.48,260.22,4.88,1540.2,213.77,57.39,0.82,49.73,72.06,967.21,Active,1
P4,Maharashtra,Solar,2025-06-09 21:00:00,2025,6,9,21,466.79,454.72,97.41,28.68,15.53,75.18,3.53,3059.82,216.85,96.72,0.82,50.32,35.51,961.66,Active,0
P4,Rajasthan,Solar,2025-06-09 22:00:00,2025,6,9,22,498.73,438.04,87.83,26.48,12.48,97.05,3.05,2308.77,236.58,88.65,0.91,49.9,69.82,956.03,Active,3
